dept,number,name,section,term,credits,mode,instructor
RCHUMS,312,Central European Cinema,Section 001 (LEC),FA 2020,3,Online,"Eagle,Herbert J"
RCHUMS,325,Creative Writing Tutorial,Section 004 (SEM),FA 2020,4,Online,"Thomas,Laura C"
RCHUMS,325,Creative Writing Tutorial,Section 006 (SEM),FA 2020,4,Online,"Rosegrant,Susan Ruth"
RCHUMS,326,Creative Writing Tutorial,Section 004 (SEM),FA 2020,4,Online,"Thomas,Laura C"
RCHUMS,326,Creative Writing Tutorial,Section 006 (SEM),FA 2020,4,Online,"Rosegrant,Susan Ruth"
RCHUMS,334,Special Topics in the Humanities,Section 001 (SEM) The Civil War Era through Film and Literature,FA 2020,3,Online,"Wells,Jonathan Daniel"
RCHUMS,334,Special Topics in the Humanities,Section 004 (SEM) Contemporary Film of the Islamic World,FA 2020,3,Online,"Crasnow,Sascha M"
RCHUMS,334,Special Topics in the Humanities,Section 006 (SEM) Law and Border,FA 2020,3,Person,"Kawar,Leila C"
RCHUMS,334,Special Topics in the Humanities,Section 009 (SEM) Detroit: Artist as Activist,FA 2020,3,Online,"Brandel,Darcy L"
RCHUMS,334,Special Topics in the Humanities,Section 011 (SEM) Chambers of Wonder: The Origins of Museum of Art and Natural History,FA 2020,3,Online,"Willette,Thomas Chauncy"
RCHUMS,341,Empowering Community Through the Arts,Section 001 (SEM),FA 2020,3,Hybrid,"Gordon-Gurfinkel,Deborah Mae"
RCHUMS,346,Art and Philosophy in the Renaissance Tradition,Section 001 (SEM),FA 2020,3,Person,"Willette,Thomas Chauncy"
RCHUMS,354,Race and Identity in Music,Section 001 (SEM),FA 2020,3,Online,"Andre,Naomi A"
RCHUMS,387,Renaissance Drama,Section 001 (LEC) Commedia dell'arte,FA 2020,4,Person,"Walsh,Martin W"
RCHUMS,425,Creative Writing Tutorial,Section 002 (SEM),FA 2020,4,Online,"Messer,Sarah"
RCHUMS,425,Creative Writing Tutorial,Section 005 (SEM),FA 2020,4,Online,"Matthews,Christopher"
RCHUMS,426,Creative Writing Tutorial,Section 002 (SEM),FA 2020,4,Online,"Messer,Sarah"
RCHUMS,426,Creative Writing Tutorial,Section 005 (SEM),FA 2020,4,Online,"Matthews,Christopher"
RCIDIV,270,"Globalization and its Discontents: Struggles for Food, Water, and Energy",Section 001 (LEC),FA 2020,4,Online,"Perfecto,Ivette"
RCIDIV,350,Special Topics,Section 002 (LEC) On Listening to Holocaust Survivors Meets 10/21/20 - 12/10/20. (Drop/Add deadline=11/03/20.).,FA 2020,1,Online,"Greenspan,Henry"
RCIDIV,350,Special Topics,Section 004 (LEC),FA 2020,1,Person,"Regester,Craig D"
RCIDIV,350,Special Topics,Section 001 (LEC) Dance Me a Song: The American Film Musical and its Cultural Meaning Meets 10/21/20 - 12/10/20. (Drop/Add deadline=11/03/20.).,FA 2020,1,Online,"Genne,Beth"
RCIDIV,350,Special Topics,Section 003 (LEC) Detroiters Speak,FA 2020,1,Online,"Copeland,Diana Gayle"
RCLANG,154,Elementary Spanish,Section 001 (SEM),FA 2020,4,Hybrid,"Gutierrez Tashian,Wendy Paola"
RCLANG,190,Intensive French I,Section 001 (LEC),FA 2020,8,Person,"Bayraktar, Elissa Bell"
RCLANG,191,Intensive German I,Section 001 (LEC),FA 2020,8,Hybrid,"Cribari-Assali,Carla"
RCLANG,193,Intensive Russian I,Section 001 (LEC),FA 2020,8,Hybrid,"Makin,Alina Udalchenko"
RCLANG,194,Intensive Spanish I,Section 001 (LEC),FA 2020,8,Hybrid,"Lopez-Cotin,Olga Maria"
RCLANG,195,Intensive Latin I,Section 001 (SEM),FA 2020,8,Person,
RCLANG,196,Intensive Japanese I,Section 002 (REC),FA 2020,10,Online,"Okuno,Tomoko"
RCLANG,290,Intensive French II,Section 001 (LEC),FA 2020,8,Hybrid,"Butler-Borruat,Dominique M"
RCLANG,291,Intensive German II,Section 001 (LEC),FA 2020,8,Hybrid,"Goertz,Karein K"
RCLANG,294,Intensive Spanish II,Section 001 (LEC),FA 2020,8,Hybrid,"Nunez, Sandra D"
RCLANG,294,Intensive Spanish II,Section 007 (LEC),FA 2020,8,Online,"Nunez, Sandra D"
RCLANG,304,PALMA:  Spanish in the Community,Section 001 (IND),FA 2020,1,Person,
RCLANG,314,Accelerated Review-Spanish,Section 001 (SEM),FA 2020,4,Hybrid,"Espinoza-Pino,Cristhian Carlo"
RCLANG,320,Readings in French,Section 001 (SEM) 'Un homme sur deux est une femme': Are We There Yet? The Status of Women in France and Francophonie,FA 2020,4,Hybrid,"Butler-Borruat,Dominique M"
RCLANG,320,Readings in French,Section 003 (SEM),FA 2020,4,Online,"Butler-Borruat,Dominique M"
RCLANG,323,Russian Readings,Section 001 (SEM) Folktales in Russian Culture,FA 2020,4,Hybrid,"Makin,Alina Udalchenko"
RCLANG,324,Readings in Spanish,"Section 001 (SEM) Women, Words and Images: Literary and Visual Dialogues on Gender in Latin America",FA 2020,4,Person,"Lopez-Cotin,Olga Maria"
RCLANG,324,Readings in Spanish,Section 003 (SEM) Globalization and its Discontents: Nationalism and Populism in the 21st Century,FA 2020,4,Person,"Espinoza-Pino,Cristhian Carlo"
RCLANG,154,Elementary Spanish,Section 003 (SEM),FA 2020,4,Online,"Gutierrez Tashian,Wendy Paola"
RCLANG,190,Intensive French I,Section 004 (LEC),FA 2020,8,Online,"Bayraktar, Elissa Bell"
RCLANG,191,Intensive German I,Section 003 (LEC),FA 2020,8,Online,"Cribari-Assali,Carla"
RCLANG,193,Intensive Russian I,Section 003 (LEC),FA 2020,8,Online,"Makin,Alina Udalchenko"
RCLANG,194,Intensive Spanish I,Section 004 (LEC),FA 2020,8,Hybrid,"Lopez-Cotin,Olga Maria"
RCLANG,196,Intensive Japanese I,Section 001 (REC),FA 2020,10,Hybrid,"Okuno,Tomoko"
RCLANG,204,Spanish Language Internship Project I,Section 001 (IND),FA 2020,1,Person,
RCLANG,290,Intensive French II,Section 004 (LEC),FA 2020,8,Online,"Butler-Borruat,Dominique M"
RCLANG,291,Intensive German II,Section 003 (LEC),FA 2020,8,Online,"Goertz,Karein K"
RCLANG,294,Intensive Spanish II,Section 002 (LEC),FA 2020,8,Hybrid,"Nunez, Sandra D"
RCLANG,294,Intensive Spanish II,Section 008 (LEC),FA 2020,8,Online,"Nunez, Sandra D"
RCLANG,310,Accelerated Review-French,Section 001 (SEM),FA 2020,4,Person,"Bayraktar, Elissa Bell"
RCLANG,314,Accelerated Review-Spanish,Section 002 (SEM),FA 2020,4,Online,"Espinoza-Pino,Cristhian Carlo"
RCLANG,320,Readings in French,Section 002 (SEM) Changes in Modern Narrative: The Short Story,FA 2020,4,Hybrid,"Bayraktar, Elissa Bell"
RCLANG,320,Readings in French,Section 004 (SEM) Changes in Modern Narrative: The Short Story,FA 2020,4,Online,"Bayraktar, Elissa Bell"
RCLANG,323,Russian Readings,Section 002 (SEM),FA 2020,4,Online,"Makin,Alina Udalchenko"
RCLANG,324,Readings in Spanish,Section 002 (SEM) Globalization and its Discontents: Nationalism and Populism in the 21st Century,FA 2020,4,Hybrid,"Espinoza-Pino,Cristhian Carlo"
RCMUSIC,249,Foundations of Musicianship,Section 001 (REC),FA 2020,4,Online,"Ervamaa,Katri Maria"
RCMUSIC,258,Afro-Cuban Drumming and Styles,Section 001 (REC),FA 2020,4,Person,"Gould,Michael"
RCMUSIC,320,Chamber Music,Section 002 (LAB),FA 2020,1,Online,"Ervamaa,Katri Maria"
RCMUSIC,353,Fundamentals of Electronic Music,Section 001 (REC),FA 2020,4,Online,"Kirschenmann,Mark Steven"
RCMUSIC,254,The Human Voice as An Acoustical Instrument,Section 001 (LAB),FA 2020,2,Online,"Goltz-Taylor,Jennifer E"
RCMUSIC,320,Chamber Music,Section 001 (LAB),FA 2020,1,Hybrid,"Ervamaa,Katri Maria"
RCMUSIC,321,Chinese Music Ensemble,Section 001 (LAB),FA 2020,3,Online,"Hottmann,Xiaodong"
RCNSCI,110,Introduction to Global Change:  The Science Behind Sustainability,Section 001 (LEC),FA 2020,4,Online,"Kling, George W; homepage Instructor: Badgley,Catherine E"
RCNSCI,419,Sustainable Energy Systems,Section 001 (LEC),FA 2020,3,Online,"Keoleian,Gregory A"
RCNSCI,202,Ecological Issues,Section 001 (LEC),FA 2020,4,Online,"Benedict,John Courtney; homepage"
RCSSCI,220,Political Economy,Section 001 (SEM),FA 2020,4,Online,"Lynch,Jane Elizabeth"
RCSSCI,250,Topics in Social Theory and Practice,Section 002 (LEC),FA 2020,3,Person,"Krinitsky,Nora"
RCSSCI,357,History and Theory of Punishment,Section 001 (LEC),FA 2020,4,Online,"Thompson, Heather Ann"
RCSSCI,360,Social Science Junior Seminar,"Section 002 (SEM) Labor Movements, Inequality and Democracy",FA 2020,3,Online,"King,Robert Thompson"
RCSSCI,360,Social Science Junior Seminar,Section 004 (SEM) Corporations and Communities,FA 2020,3,Online,"Lynch,Jane Elizabeth"
RCSSCI,365,"Excellence, Equity, and the Politics of Education",Section 001 (SEM),FA 2020,4,Person,"Burkam,David Thomas"
RCSSCI,371,Natural Disasters in East Asia,Section 002 (LEC),FA 2020,3,Online,"Ahn,Juhn Young"
RCSSCI,390,Community-Engaged Learning in ESL Teaching Contexts,Section 002 (SEM),FA 2020,3,Online,"Dyer,Judy A"
RCSSCI,461,Senior Seminar,Section 001 (SEM) Inside-Out Prison Exchange Course: Mass Incarceration and Conscientization,FA 2020,3,Online,"Pickus, Becca"
RCSSCI,250,Topics in Social Theory and Practice,Section 001 (LEC) History and Theory of Punishment,FA 2020,3,Online,"Thompson, Heather Ann"
RCSSCI,316,Law and Social Policy,Section 001 (SEM),FA 2020,3,Person,"Kawar,Leila C"
RCSSCI,360,Social Science Junior Seminar,Section 001 (SEM) Documentary Photography: Photographing Struggles for Social Justice,FA 2020,3,Online,"Turnley,David"
RCSSCI,360,Social Science Junior Seminar,Section 003 (SEM) 20th Century Detroit History,FA 2020,3,Online,"Ward,Stephen M"
RCSSCI,360,Social Science Junior Seminar,Section 006 (SEM) Spanish Language Internship Program II,FA 2020,3,Online,"Sanchez-Snell,Teresa R"
RCSSCI,371,Natural Disasters in East Asia,Section 001 (LEC),FA 2020,3,Hybrid,"Ahn,Juhn Young"
RCSSCI,390,Community-Engaged Learning in ESL Teaching Contexts,Section 001 (SEM),FA 2020,3,Online,"Romano Gillette, Carmela"
RCSSCI,460,Social Science Senior Seminar,Section 001 (SEM) Social Science Research and Practice,FA 2020,4,Online,"Murphy,Virginia E"
RCSSCI,461,Senior Seminar,Section 002 (SEM) The History of Inter-American Human Rights Law,FA 2020,3,Person,"Caulfield,Sueann"
REEES,214,Rock Poetry and Political Protest in Poland,Section 001 (LEC),FA 2020,3,Hybrid,"Westwalewicz,Piotr Antoni"
REEES,395,"Russia and the Soviet Union: Reform, Revolution, and the Socialist Experiment","Section 001 (LEC) Russia and the Soviet Union: Reform, Revolution, and the Socialist Experiment",FA 2020,4,Online,"Suny,Ronald G"
REEES,214,Rock Poetry and Political Protest in Poland,Section 002 (LEC),FA 2020,3,Online,"Westwalewicz,Piotr Antoni"
REEES,403,"Honors Colloquium, Senior",Section 001 (IND),FA 2020,6,Person,
RELIGION,110,Elementary Classical Hebrew I,Section 001 (REC),FA 2020,3,Online,"Schmidt,Brian B"
RELIGION,212,"Monks, Magic and Mediums: Buddhism in Southeast Asia",Section 001 (SEM),FA 2020,3,Hybrid,"White,Erick D"
RELIGION,230,Introduction to Buddhism,Section 001 (LEC),FA 2020,4,Online,"Lopez Jr,Donald S"
RELIGION,270,Rabbis: Literature and Culture,Section 001 (LEC),FA 2020,3,Online,"Eliav,Yaron Z"
RELIGION,280,"The Historical Jesus in Christianity, Judaism, and Islam",Section 001 (LEC),FA 2020,4,Online,"Boccaccini,Gabriele"
RELIGION,346,The Moving Image in the Middle Ages,Section 001 (SEM),FA 2020,3,Person,"Chatterjee,Paroma"
RELIGION,363,The Qur'an and Its Interpretations,Section 001 (LEC),FA 2020,3,Hybrid,"Knysh,Alexander D"
RELIGION,387,Independent Study,Section 001 (IND),FA 2020,3,Person,
RELIGION,402,Topics in Religion,Section 002 (SEM),FA 2020,3,Person,
RELIGION,455,Religion and Society,Section 011 (LEC),FA 2020,3,Person,
RELIGION,465,Islamic Mysticism: Sufism in Time and Space,Section 002 (LEC),FA 2020,3,Online,
RELIGION,487,Independent Study,Section 001 (IND),FA 2020,3,Person,
RELIGION,201,"Introduction to Judaism, Christianity, Islam",Section 001 (LEC),FA 2020,4,Online,"Muehlberger,Ellen"
RELIGION,212,"Monks, Magic and Mediums: Buddhism in Southeast Asia",Section 002 (SEM),FA 2020,3,Online,"White,Erick D"
RELIGION,234,Buddhism and Death,Section 001 (SEM),FA 2020,3,Hybrid,"Brose,Benjamin"
RELIGION,277,The Land of Israel/Palestine through the Ages,Section 001 (LEC),FA 2020,4,Online,"Eliav,Yaron Z"
RELIGION,305,Religion and Violence in the Secular World,Section 001 (SEM),FA 2020,3,Online,"Mandair,Arvind-Pal Singh"
RELIGION,359,History and Religion of Second Temple Judaism,Section 001 (LEC) Parting of the Ways Between Christianity and Judaism,FA 2020,3,Online,"Boccaccini,Gabriele"
RELIGION,363,The Qur'an and Its Interpretations,Section 002 (LEC),FA 2020,3,Online,"Knysh,Alexander D"
RELIGION,402,Topics in Religion,Section 001 (SEM),FA 2020,3,Person,
RELIGION,455,Religion and Society,Section 001 (LEC),FA 2020,3,Person,"McGinn,Terence James"
RELIGION,465,Islamic Mysticism: Sufism in Time and Space,Section 001 (LEC),FA 2020,3,Hybrid,"Knysh,Alexander D"
RELIGION,467,"The History of Shi'ism: Drama, Ritual, and Memory",Section 001 (LEC),FA 2020,3,Online,"Babayan,Kathryn"
RELIGION,497,Senior Honors Thesis,Section 001 (IND),FA 2020,6,Person,
ROMLANG,491,Senior Honors Course,Section 001 (IND),FA 2020,3,Online,
ROMLING,298,Introduction to Spanish Linguistics,Section 001 (LEC),FA 2020,3,Online,"Garcia-Amaya,Lorenzo"
ROMLING,333,Techniques of Pronunciation and Oral Expression,Section 001 (REC),FA 2020,3,Online,"Gallego,Olga"
ROMLING,415,Problems in Language Translation,Section 001 (LEC),FA 2020,3,Online,"Gallego,Olga"
ROMLING,487,Studies in Hispanic Linguistics,Section 001 (REC) Spanish Second Language Phonology,FA 2020,3,Online,"Henriksen,Nicholas Carl"
ROMLING,298,Introduction to Spanish Linguistics,Section 003 (LEC),FA 2020,3,Online,"Garcia-Amaya,Lorenzo"
ROMLING,411,Advanced Syntax,Section 001 (REC),FA 2020,3,Online,"Satterfield,Teresa L"
ROMLING,415,Problems in Language Translation,Section 002 (LEC),FA 2020,3,Online,"Gallego,Olga"
RUSSIAN,101,First-Year Russian,Section 001 (REC),FA 2020,5,Online,"Tkacheva,Alexandra"
RUSSIAN,103,Intensive First-Year Russian,Section 001 (LEC),FA 2020,8,Hybrid,"Makin,Alina Udalchenko"
RUSSIAN,201,Second-Year Russian,Section 001 (REC),FA 2020,4,Online,"Dyussekenova,Azhar"
RUSSIAN,231,Russian Culture and Society: An Introduction,Section 001 (LEC),FA 2020,3,Online,"Maiorova,Olga Yevgenyevna"
RUSSIAN,347,Survey of Russian Literature,"Section 001 (LEC) Love, Death, and God: Russian Literary Classics 1820-1870",FA 2020,4,Online,"Khagi,Sofya"
RUSSIAN,361,"Russian Modernism:  Decadence, Symbolism, and the Avant-garde in Russia",Section 001 (LEC),FA 2020,3,Person,"Makin,Michael"
RUSSIAN,391,"Art, Culture, and Literature in Old Russia",Section 001 (LEC),FA 2020,3,Person,"Makin,Michael"
RUSSIAN,401,Fourth-Year Russian,Section 001 (REC),FA 2020,4,Online,"Shkolnik,Nina"
RUSSIAN,491,Senior Honors Course,Section 001 (IND),FA 2020,3,Person,
RUSSIAN,551,Old Russian Literature,Section 002 (LEC),FA 2020,3,Online,"Makin,Michael"
RUSSIAN,101,First-Year Russian,Section 002 (REC),FA 2020,5,Online,"Tonnessen,Kristian"
RUSSIAN,125,Russian for Heritage Speakers I,Section 001 (REC),FA 2020,3,Online,"Shkolnik,Nina"
RUSSIAN,201,Second-Year Russian,Section 002 (REC),FA 2020,4,Online,"Fort,Elena"
RUSSIAN,301,Third-Year Russian,Section 001 (REC),FA 2020,4,Online,"Shkolnik,Nina"
RUSSIAN,358,Central Asia through Russian Eyes:  Cultural Appropriation of an Exotic Land,Section 001 (LEC),FA 2020,3,Online,"Maiorova,Olga Yevgenyevna"
RUSSIAN,361,"Russian Modernism:  Decadence, Symbolism, and the Avant-garde in Russia",Section 002 (LEC),FA 2020,3,Online,"Makin,Michael"
RUSSIAN,391,"Art, Culture, and Literature in Old Russia",Section 002 (LEC),FA 2020,3,Online,"Makin,Michael"
RUSSIAN,430,Supervised Reading of Russian Literature,Section 001 (IND),FA 2020,4,Person,
RUSSIAN,551,Old Russian Literature,Section 001 (LEC),FA 2020,3,Person,"Makin,Michael"
SCAND,103,Elementary Swedish,Section 001 (REC),FA 2020,4,Online,"Gull,Maria E"
SCAND,325,Third Year Swedish,Section 001 (REC),FA 2020,4,Person,"Eriksson,Johanna Ulrika"
SCAND,349,Independent Study,Section 001 (IND),FA 2020,2,Person,
SCAND,375,Celtic and Nordic Mythology,Section 001 (LEC),FA 2020,3,Online,"Gull,Maria E"
SCAND,233,Second-Year Swedish,Section 001 (REC),FA 2020,4,Person,"Eriksson,Johanna Ulrika"
SCAND,331,Introduction to Scandinavian Civilization,Section 001 (LEC),FA 2020,3,Person,"Eriksson,Johanna Ulrika"
SCAND,351,Practice in Business Swedish,Section 001 (IND),FA 2020,3,Person,
SEAS,211,"Monks, Magic and Mediums: Buddhism in Southeast Asia",Section 001 (SEM),FA 2020,3,Person,"White,Erick D"
SEAS,455,Topics in Southeast Asian Studies,Section 001 (SEM) Introduction to Southeast Asian Studies,FA 2020,3,Person,"Rozek,Laura Marie"
SEAS,455,Topics in Southeast Asian Studies,Section 003 (SEM) Introduction to Southeast Asian Studies,FA 2020,3,Online,"Rozek,Laura Marie"
SEAS,211,"Monks, Magic and Mediums: Buddhism in Southeast Asia",Section 002 (SEM),FA 2020,3,Person,"White,Erick D"
SEAS,455,Topics in Southeast Asian Studies,Section 002 (SEM),FA 2020,3,Person,"Rozek,Laura Marie"
SI,106,"Programs, Information and People",Section 001 (LEC),FA 2020,4,Online,"Oney, Steve"
SI,301,Models of Social Information Processing,Section 001 (LEC),FA 2020,4,Online,"Romero,Daniel M"
SI,429,Online Communities:  Analysis and Design of Online Interaction,Section 001 (LEC),FA 2020,3,Hybrid,"Schoenebeck, Sarita"
SI,561,Natural Language Processing,Section 001 (LEC),FA 2020,3,Person,"Chai,Joyce"
SI,110,Introduction to Information Studies,Section 001 (LEC),FA 2020,4,Hybrid,"Lampe,Clifford A"
SI,422,Needs Assessment and Usability Evaluation,Section 001 (LEC),FA 2020,3,Online,"Marcu,Gabriela"
SI,429,Online Communities:  Analysis and Design of Online Interaction,Section 101 (LEC),FA 2020,3,Hybrid,"Schoenebeck, Sarita"
SLAVIC,150,First Year Seminar,Section 001 (SEM) Prague: The Magic City,FA 2020,3,Online,"Toman,Jindrich"
SLAVIC,151,First Year Seminar,Section 002 (SEM) Rebellion: A Polish Tradition,FA 2020,4,Online,"Westwalewicz,Piotr Antoni"
SLAVIC,290,Studies in Eastern European Cultures,"Section 001 (LEC) Russian Jews under Tsars and Soviets: Literature, Arts and Film",FA 2020,3,Online,"Krutikov,Mikhail"
SLAVIC,290,Studies in Eastern European Cultures,Section 005 (LEC) Cultures of Ukraine Meets 10/21/20 - 12/10/20. (Drop/Add deadline=11/03/20.).,FA 2020,2,Online,"Bondarenko,Eugene"
SLAVIC,315,Field Work,Section 001 (IND),FA 2020,3,Person,
SLAVIC,450,Directed Readings in Slavic Studies,Section 001 (IND),FA 2020,3,Person,
SLAVIC,151,First Year Seminar,Section 001 (SEM) Rebellion: A Polish Tradition,FA 2020,4,Person,"Westwalewicz,Piotr Antoni"
SLAVIC,260,Directed Reading in Slavic Studies,Section 001 (IND),FA 2020,4,Person,
SLAVIC,290,Studies in Eastern European Cultures,Section 004 (LEC) Resurrected Myths: Propaganda in Modern Russian WWII Films Meets 08/31/20 - 10/16/20. (Drop/Add deadline=09/14/20.).,FA 2020,1,Online,"Bondarenko,Eugene"
SLAVIC,312,Central European Cinema,Section 001 (LEC),FA 2020,3,Online,"Eagle,Herbert J"
SLAVIC,395,"Russia and the Soviet Union: Reform, Revolution, and the Socialist Experiment","Section 001 (LEC) Russia and the Soviet Union: Reform, Revolution, and the Socialist Experiment",FA 2020,4,Person,"Suny,Ronald G"
SLAVIC,470,"Topics in Cultural Studies of Central, Eastern, and Southern Europe",Section 002 (LEC) Avant Garde East and West,FA 2020,3,Online,"Toman,Jindrich"
SOC,100,Introduction to Sociology,Section 001 (LEC),FA 2020,4,Online,"McGinn,Terence James"
SOC,102,Introduction to Sociology:  Special Topics,Section 001 (LEC) Social Movements: Labor,FA 2020,4,Online,"Robinson, Ian"
SOC,105,First Year Seminar in Sociology,"Section 001 (SEM) Globalization, Culture, and Social Change",FA 2020,3,Online,"Thornton,Arland D"
SOC,105,First Year Seminar in Sociology,Section 003 (SEM) Gender-Based Violence,FA 2020,3,Hybrid,"Sweet,Paige"
SOC,208,"Terrorism, Torture, and Violence",Section 001 (LEC),FA 2020,4,Online,"Gocek,Fatma Muge"
SOC,216,"Thinking Class: Inequality in Media, Bodies, Environment, and More",Section 001 (SEM),FA 2020,3,Person,"Hubbs, Nadine ""Dean"""
SOC,218,Foundations of Intergroup Relations,Section 002 (SEM),FA 2020,3,Online,"Hicks (she/her/hers), Stephanie"
SOC,218,Foundations of Intergroup Relations,Section 004 (SEM),FA 2020,3,Online,
SOC,225,Project Community: Sociology in Action,Section 001 (LEC),FA 2020,4,Online,"Christensen,Rebecca"
SOC,250,"Politics, Power, and Society",Section 001 (LEC) Crisis of the Welfare State,FA 2020,4,Online,"de Souza Leao,Luciana"
SOC,295,Topics in Sociology,"Section 002 (LEC) Labor Movements, Inequality, and Democracy",FA 2020,3,Person,"King,Robert Thompson"
SOC,300,Sociological Principles and Problems,Section 001 (LEC),FA 2020,3,Online,"McGinn,Terence James"
SOC,304,American Immigration,Section 001 (LEC),FA 2020,4,Hybrid,"Pedraza,Silvia"
SOC,310,Sociological Research Methods,Section 001 (LEC),FA 2020,4,Online,"Stuart Brundage,Jonah"
SOC,320,Processes of Intergroup Dialogues Facilitation,Section 001 (SEM) Meets 09/04/20 - 10/07/20. (Drop/Add deadline=09/21/20.).,FA 2020,2,Online,"Kaplowitz (she/her/hers), Donna Rich Instructor: Thompson (she/her), Monita"
SOC,321,Practicum in Facilitating Intergroup Dialogues,Section 001 (SEM),FA 2020,3,Online,"Hwang (he/him/his), Scott"
SOC,325,Project Community Advanced Practicum,Section 001 (SEM),FA 2020,4,Hybrid,"Christensen,Rebecca"
SOC,345,Sociology of Sexualities,Section 001 (LEC),FA 2020,4,Online,"McGann, PJ"
SOC,379,"Sports, Politics, and Society",Section 001 (LEC),FA 2020,3,Online,"Markovits,Andrei S"
SOC,392,"Russia and the Soviet Union: Reform, Revolution, and the Socialist Experiment","Section 001 (LEC) Russia and the Soviet Union: Reform, Revolution, and the Socialist Experiment",FA 2020,4,Person,"Suny,Ronald G"
SOC,395,Independent Study,Section 001 (IND),FA 2020,4,Person,
SOC,404,Latinas/os in the U. S.: Social Problems and Social Issues,Section 001 (SEM),FA 2020,3,Hybrid,"Pedraza,Silvia"
SOC,430,World Population Dynamics,Section 001 (LEC),FA 2020,3,Online,"Anderson,Barbara A"
SOC,440,Sociology of Work,Section 011 (LEC),FA 2020,3,Online,"Cech,Erin Ann"
SOC,455,Religion and Society,Section 001 (LEC),FA 2020,3,Hybrid,"McGinn,Terence James"
SOC,465,Sociology of Deviance: From Sin to Sickness,Section 001 (LEC),FA 2020,4,Online,"McGann, PJ"
SOC,475,"Health, Medicine, and Society",Section 001 (LEC),FA 2020,4,Online,"Kelley,Andrea"
SOC,495,Topics in Sociology,Section 002 (LEC) Black Men and Masculinity,FA 2020,3,Hybrid,"Young Jr,Alford A"
SOC,495,Topics in Sociology,Section 006 (LEC) Inside Out,FA 2020,3,Online,"Pickus, Becca"
SOC,495,Topics in Sociology,Section 012 (LEC) Black Men and Masculinity,FA 2020,3,Online,
SOC,522,Practicum in Qualitative Research Methods,Section 001 (SEM),FA 2020,3,Online,"Murphy,Alexandra Kampstad"
SOC,100,Introduction to Sociology,Section 020 (LEC),FA 2020,4,Online,"Mahan,Margo Myra"
SOC,102,Introduction to Sociology:  Special Topics,Section 020 (LEC) Health and Medicine,FA 2020,4,Online,"Kelley,Andrea"
SOC,105,First Year Seminar in Sociology,"Section 002 (SEM) Social Justice, Identity, Diversity and Community",FA 2020,3,Online,"Schoem,David"
SOC,122,Intergroup Dialogues,Section 001 (SEM),FA 2020,2,Online,"Hwang (he/him/his), Scott"
SOC,210,Introduction to Statistics for Social Science,Section 001 (LEC),FA 2020,4,Online,"Ybarra,Michael Gabriel"
SOC,218,Foundations of Intergroup Relations,Section 001 (SEM),FA 2020,3,Online,"Hicks (she/her/hers), Stephanie"
SOC,218,Foundations of Intergroup Relations,Section 003 (SEM),FA 2020,3,Online,
SOC,220,Political Economy,Section 001 (SEM),FA 2020,4,Person,"Lynch,Jane Elizabeth"
SOC,240,Sociology of Culture,Section 001 (LEC) From Kennedys to Kardashians,FA 2020,4,Online,"Gocek,Fatma Muge"
SOC,295,Topics in Sociology,Section 001 (LEC) Sociology of Fake News,FA 2020,3,Hybrid,"Mooney,Hailey M"
SOC,295,Topics in Sociology,Section 011 (LEC),FA 2020,3,Online,
SOC,302,Health and Society: An Introduction to Sociology,Section 001 (LEC),FA 2020,4,Online,"Kelley,Andrea"
SOC,305,Introduction to Sociological Theory,Section 001 (LEC),FA 2020,4,Online,"Krippner,Greta R"
SOC,315,"Economic Sociology: Money, Markets, and Power",Section 001 (LEC),FA 2020,3,Online,"Livne,Roi"
SOC,320,Processes of Intergroup Dialogues Facilitation,Section 002 (SEM) Meets 11/06/20 - 12/09/20. (Drop/Add deadline=11/12/20.).,FA 2020,2,Online,"Fisher (he/him/his), Roger Instructor: Schoem (she/her/hers), Shana"
SOC,324,Advanced Practicum in Intergroup Relations,Section 002 (LAB),FA 2020,4,Person,"Hwang (he/him/his), Scott"
SOC,330,Population Problems,"Section 001 (LEC) Dating, Marriage, and Fertility",FA 2020,3,Online,"Zhou,Yun"
SOC,354,Law and Society,Section 001 (LEC),FA 2020,4,Online,"Levitsky, Sandra R"
SOC,383,Introduction to Survey Research I,Section 001 (LEC),FA 2020,3,Person,"Rabinowitz,Joshua Louis"
SOC,394,Undergraduate Research,Section 001 (IND),FA 2020,4,Person,
SOC,397,Sociology Opportunities for Undergraduate Leaders I,Section 001 (SEM),FA 2020,2,Online,"Sullivan,Matthew Brian"
SOC,428,Contemporary China,Section 001 (LEC),FA 2020,3,Hybrid,"Xu,Xiaohong"
SOC,440,Sociology of Work,Section 001 (LEC),FA 2020,3,Hybrid,"Cech,Erin Ann"
SOC,445,"Diagnosis, Sex, and Society",Section 001 (SEM),FA 2020,3,Online,"McGann, PJ"
SOC,455,Religion and Society,Section 011 (LEC),FA 2020,3,Online,
SOC,472,Advanced Laboratory in Social Psychology,Section 001 (LAB),FA 2020,3,Person,"Gohar,Dina"
SOC,495,Topics in Sociology,Section 001 (LEC) Gender and Family in East Asia,FA 2020,3,Hybrid,"Zhou,Yun"
SOC,495,Topics in Sociology,Section 003 (LEC) Future of the City?,FA 2020,3,Online,"Zelner,Sarah W"
